Case,InputID,Source,Onset,Duration,MarginMPH,NormalMarginMPH,Violation,GearPass,HeldSamples,FirstReachSeconds,BeforeFaultError,SimulationSeconds
S05,I007,corner,10,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.447236458333333
S06,I007,corner,10,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.415722458333333
S07,I007,corner,15,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.421782708333333
S08,I007,corner,15,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.429956625
S09,I007,corner,15,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.3928805
B00,I008,corner,0,0,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.396570833333333
S01,I008,corner,5,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.391480541666667
S02,I008,corner,5,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.391647833333333
S03,I008,corner,5,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.383733125
S04,I008,corner,10,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.394066416666667
S05,I008,corner,10,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.392794916666667
S06,I008,corner,10,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.391258916666667
S07,I008,corner,15,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.396019541666667
S08,I008,corner,15,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.394700875
S09,I008,corner,15,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.3925955
B00,I009,corner,0,0,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.384483791666667
S01,I009,corner,5,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.386130958333333
S02,I009,corner,5,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.396013375
S03,I009,corner,5,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.391446458333333
S04,I009,corner,10,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.390486958333333
S05,I009,corner,10,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.388958583333333
S06,I009,corner,10,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.393632208333333
S07,I009,corner,15,0.2,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.389398
S08,I009,corner,15,0.5,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.395070833333333
S09,I009,corner,15,1,1.1446578131453,1.1446578131453,0,1,0,19.44,0,0.394850458333333
B00,I010,corner,0,0,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.388030708333333
S01,I010,corner,5,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.402844541666667
S02,I010,corner,5,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.391894625
S03,I010,corner,5,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.395629291666667
S04,I010,corner,10,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.397106458333333
S05,I010,corner,10,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.396900291666667
S06,I010,corner,10,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.398082375
S07,I010,corner,15,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.396944
S08,I010,corner,15,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.388626375
S09,I010,corner,15,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.396092708333333
B00,I011,corner,0,0,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.437267541666667
S01,I011,corner,5,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.400907125
S02,I011,corner,5,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.392190916666667
S03,I011,corner,5,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.3958965
S04,I011,corner,10,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.389176166666667
S05,I011,corner,10,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.394558791666667
S06,I011,corner,10,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.396057166666667
S07,I011,corner,15,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.388264083333333
S08,I011,corner,15,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.396894833333333
S09,I011,corner,15,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.396426833333333
B00,I012,corner,0,0,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.381332458333333
S01,I012,corner,5,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.390841583333333
S02,I012,corner,5,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.385320625
S03,I012,corner,5,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.392593333333333
S04,I012,corner,10,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.411131666666667
S05,I012,corner,10,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.386789291666667
S06,I012,corner,10,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.3998845
S07,I012,corner,15,0.2,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.39058575
S08,I012,corner,15,0.5,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.40074725
S09,I012,corner,15,1,5.50482868039258,5.50482868039258,0,1,0,18.12,0,0.394276875
B00,I013,corner,0,0,10.884215034574,10.884215034574,0,1,0,14.76,0,0.378026666666667
S01,I013,corner,5,0.2,10.884215034574,10.884215034574,0,1,0,14.76,0,0.397034083333333
S02,I013,corner,5,0.5,10.884215034574,10.884215034574,0,1,0,14.76,0,0.393919041666667
S03,I013,corner,5,1,10.884215034574,10.884215034574,0,1,0,14.76,0,0.391522625
S04,I013,corner,10,0.2,10.7723141556866,10.884215034574,0,1,12,14.79,0,0.39556675
S05,I013,corner,10,0.5,10.4871255110717,10.884215034574,0,1,42,14.87,0,0.388849666666667
